mV,timestamp,plant_id
1.6485767,2024-02-19 19:05:00.000,CdRM-t0-bcc86b-4
1.7320311,2024-02-19 19:10:00.000,CdRM-t0-bcc86b-4
1.5435189,2024-02-19 19:15:00.000,CdRM-t0-bcc86b-4
1.5427593,2024-02-19 19:20:00.000,CdRM-t0-bcc86b-4
1.5309408,2024-02-19 19:25:00.000,CdRM-t0-bcc86b-4
1.5574722,2024-02-19 19:30:00.000,CdRM-t0-bcc86b-4
1.5487658,2024-02-19 19:35:00.000,CdRM-t0-bcc86b-4
1.5546061,2024-02-19 19:40:00.000,CdRM-t0-bcc86b-4
1.4622606,2024-02-19 19:45:00.000,CdRM-t0-bcc86b-4
1.4101479,2024-02-19 19:50:00.000,CdRM-t0-bcc86b-4
1.3499985,2024-02-19 19:55:00.000,CdRM-t0-bcc86b-4
1.3415053,2024-02-19 20:00:00.000,CdRM-t0-bcc86b-4
1.2989554,2024-02-19 20:05:00.000,CdRM-t0-bcc86b-4
1.1901284,2024-02-19 20:10:00.000,CdRM-t0-bcc86b-4
1.2418727,2024-02-19 20:15:00.000,CdRM-t0-bcc86b-4
1.120373,2024-02-19 20:20:00.000,CdRM-t0-bcc86b-4
1.124161,2024-02-19 20:25:00.000,CdRM-t0-bcc86b-4
1.1629139,2024-02-19 20:30:00.000,CdRM-t0-bcc86b-4
1.1813774,2024-02-19 20:35:00.000,CdRM-t0-bcc86b-4
1.1243178,2024-02-19 20:40:00.000,CdRM-t0-bcc86b-4
1.0452247,2024-02-19 20:45:00.000,CdRM-t0-bcc86b-4
-1.1119148,2024-02-19 20:50:00.000,CdRM-t0-bcc86b-4
0.42639154,2024-02-19 20:55:00.000,CdRM-t0-bcc86b-4
-0.032002512,2024-02-19 21:00:00.000,CdRM-t0-bcc86b-4
0.09481971,2024-02-19 21:05:00.000,CdRM-t0-bcc86b-4
1.0127041,2024-02-19 21:10:00.000,CdRM-t0-bcc86b-4
1.0478477,2024-02-19 21:15:00.000,CdRM-t0-bcc86b-4
1.1383053,2024-02-19 21:20:00.000,CdRM-t0-bcc86b-4
1.3959818,2024-02-19 21:25:00.000,CdRM-t0-bcc86b-4
1.1375091,2024-02-19 21:30:00.000,CdRM-t0-bcc86b-4
0.79558223,2024-02-19 21:35:00.000,CdRM-t0-bcc86b-4
0.7022491,2024-02-19 21:40:00.000,CdRM-t0-bcc86b-4
1.1127248,2024-02-19 21:45:00.000,CdRM-t0-bcc86b-4
0.8978513,2024-02-19 21:50:00.000,CdRM-t0-bcc86b-4
0.88074166,2024-02-19 21:55:00.000,CdRM-t0-bcc86b-4
0.90252864,2024-02-19 22:00:00.000,CdRM-t0-bcc86b-4
0.7844615,2024-02-19 22:05:00.000,CdRM-t0-bcc86b-4
0.69305676,2024-02-19 22:10:00.000,CdRM-t0-bcc86b-4
0.31355628,2024-02-19 22:15:00.000,CdRM-t0-bcc86b-4
0.1379607,2024-02-19 22:20:00.000,CdRM-t0-bcc86b-4
0.1096245,2024-02-19 22:25:00.000,CdRM-t0-bcc86b-4
0.026457822,2024-02-19 22:30:00.000,CdRM-t0-bcc86b-4
0.037516765,2024-02-19 22:35:00.000,CdRM-t0-bcc86b-4
0.005858081,2024-02-19 22:40:00.000,CdRM-t0-bcc86b-4
0.07517339,2024-02-19 22:45:00.000,CdRM-t0-bcc86b-4
-0.051367145,2024-02-19 22:50:00.000,CdRM-t0-bcc86b-4
-0.054481633,2024-02-19 22:55:00.000,CdRM-t0-bcc86b-4
-0.077637605,2024-02-19 23:00:00.000,CdRM-t0-bcc86b-4
0.010797875,2024-02-19 23:05:00.000,CdRM-t0-bcc86b-4
0.007277065,2024-02-19 23:10:00.000,CdRM-t0-bcc86b-4
