mV,timestamp,plant_id
1.8482352,2024-02-20 23:35:00.000,CdRM-t0-bcc86b-5
2.595686,2024-02-20 23:40:00.000,CdRM-t0-bcc86b-5
2.3504286,2024-02-20 23:45:00.000,CdRM-t0-bcc86b-5
2.549986,2024-02-20 23:50:00.000,CdRM-t0-bcc86b-5
2.830338,2024-02-20 23:55:00.000,CdRM-t0-bcc86b-5
3.2280297,2024-02-20 23:59:59.832,CdRM-t0-bcc86b-5
3.3864782,2024-02-21 00:05:02.602,CdRM-t0-bcc86b-5
3.6773214,2024-02-21 00:10:02.602,CdRM-t0-bcc86b-5
3.8952289,2024-02-21 00:15:02.602,CdRM-t0-bcc86b-5
4.030389,2024-02-21 00:20:02.602,CdRM-t0-bcc86b-5
3.9425812,2024-02-21 00:25:02.602,CdRM-t0-bcc86b-5
0.5787807,2024-02-21 00:30:02.602,CdRM-t0-bcc86b-5
0.834874,2024-02-21 00:35:02.602,CdRM-t0-bcc86b-5
1.7389802,2024-02-21 00:40:02.602,CdRM-t0-bcc86b-5
1.9636916,2024-02-21 00:45:02.602,CdRM-t0-bcc86b-5
2.0831811,2024-02-21 00:50:02.602,CdRM-t0-bcc86b-5
2.7564669,2024-02-21 00:55:02.602,CdRM-t0-bcc86b-5
2.4006574,2024-02-21 01:00:02.602,CdRM-t0-bcc86b-5
3.0789382,2024-02-21 01:05:02.602,CdRM-t0-bcc86b-5
1.6646874,2024-02-21 01:10:02.602,CdRM-t0-bcc86b-5
0.5025733,2024-02-21 01:15:02.602,CdRM-t0-bcc86b-5
0.9460818,2024-02-21 01:20:02.602,CdRM-t0-bcc86b-5
1.5208416,2024-02-21 01:25:02.602,CdRM-t0-bcc86b-5
1.7532761,2024-02-21 01:30:02.602,CdRM-t0-bcc86b-5
1.7777572,2024-02-21 01:35:02.602,CdRM-t0-bcc86b-5
1.9529157,2024-02-21 01:40:02.602,CdRM-t0-bcc86b-5
2.1287408,2024-02-21 01:45:02.602,CdRM-t0-bcc86b-5
-2.5013897,2024-02-21 01:50:02.602,CdRM-t0-bcc86b-5
-4.649152,2024-02-21 01:55:02.602,CdRM-t0-bcc86b-5
-2.9828398,2024-02-21 02:00:02.602,CdRM-t0-bcc86b-5
-1.5195767,2024-02-21 02:05:02.602,CdRM-t0-bcc86b-5
-0.8526884,2024-02-21 02:10:02.602,CdRM-t0-bcc86b-5
-0.73089296,2024-02-21 02:15:02.602,CdRM-t0-bcc86b-5
