RespondentNr,StimulusNr,timestamp ms,Gaze x %,Gaze y %
2,0,56679,0.626,0.474
2,0,56714,0.63,0.461
2,0,56747,0.636,0.432
2,0,56780,0.643,0.418
2,0,56813,0.652,0.404
2,0,56846,0.663,0.384
2,0,56880,0.67,0.375
2,0,56913,0.681,0.36
2,0,56946,0.69,0.353
2,0,56980,0.697,0.354
2,0,57013,0.699,0.354
2,0,57046,0.706,0.352
2,0,57080,0.732,0.323
2,0,57112,0.751,0.308
2,0,57147,0.753,0.307
2,0,57180,0.754,0.308
2,0,57213,0.759,0.305
2,0,57246,0.762,0.302
2,0,57279,0.765,0.3
2,0,57314,0.766,0.3
2,0,57347,0.725,0.327
2,0,57380,0.403,0.515
2,0,57413,0.362,0.558
2,0,57447,0.361,0.579
2,0,57479,0.367,0.591
2,0,57514,0.377,0.603
2,0,57545,0.379,0.613
2,0,57580,0.377,0.62
2,0,57612,0.377,0.628
2,0,57646,0.376,0.638
2,0,57681,0.368,0.658
2,0,57713,0.348,0.712
2,0,57747,0.327,0.749
2,0,57779,0.353,0.867
2,0,57813,0.373,0.876
2,0,57846,0.388,0.863
2,0,57880,0.392,0.853
2,0,57913,0.392,0.843
2,0,57946,0.396,0.836
2,0,57979,0.402,0.828
2,0,58013,0.406,0.818
2,0,58047,0.389,0.825
2,0,58080,0.383,0.826
2,0,58113,0.378,0.828
2,0,58146,0.375,0.829
2,0,58180,0.374,0.833
2,0,58214,0.377,0.834
2,0,58247,0.379,0.835
2,0,58280,0.376,0.833
2,0,58313,0.373,0.831
2,0,58346,0.369,0.829
2,0,58380,0.366,0.829
2,0,58413,0.366,0.825
2,0,58447,0.363,0.823
2,0,58480,0.359,0.82
2,0,58512,0.352,0.82
2,0,58547,0.349,0.818
2,0,58580,0.346,0.818
2,0,58613,0.342,0.817
2,0,58646,0.34,0.822
2,0,58679,0.34,0.828
2,0,58713,0.334,0.83
2,0,58746,0.327,0.832
2,0,58780,0.319,0.832
2,0,58814,0.311,0.825
2,0,58846,0.304,0.823
2,0,58880,0.296,0.821
2,0,58913,0.289,0.821
2,0,58946,0.28,0.822
2,0,58980,0.27,0.813
2,0,59013,0.152,0.52
2,0,59046,0.122,0.493
2,0,59079,0.112,0.481
2,0,59113,0.103,0.472
2,0,59146,0.095,0.465
2,0,59179,0.084,0.462
2,0,59213,0.064,0.451
2,0,59247,-0.005,0.4
2,0,59280,-0.054,0.359
2,0,59313,-0.089,0.335
2,0,59347,-0.097,0.33
2,0,59513,-0.091,0.319
2,0,59546,-0.066,0.319
2,0,59580,-0.057,0.315
2,0,59613,-0.039,0.313
2,0,59646,-0.028,0.312
2,0,59680,-0.015,0.31
2,0,59712,-0.004,0.306
2,0,59746,0.073,0.305
2,0,59780,0.271,0.297
2,0,59813,0.372,0.276
2,0,59846,0.385,0.27
2,0,59880,0.387,0.267
3,0,0,0.594,0.253
3,0,38,0.603,0.27
3,0,71,0.596,0.274
3,0,138,0.574,0.268
3,0,170,0.568,0.27
3,0,204,0.587,0.272
3,0,237,0.606,0.274
3,0,270,0.61,0.278
3,0,304,0.615,0.277
3,0,337,0.611,0.281
3,0,371,0.603,0.298
3,0,404,0.585,0.325
3,0,437,0.564,0.353
3,0,470,0.541,0.367
3,0,504,0.534,0.371
3,0,537,0.526,0.375
3,0,570,0.51,0.383
3,0,603,0.5,0.392
3,0,637,0.492,0.403
3,0,671,0.482,0.412
3,0,704,0.444,0.438
3,0,737,0.446,0.443
3,0,771,0.452,0.448
3,0,803,0.463,0.454
3,0,838,0.464,0.464
3,0,870,0.461,0.469
3,0,904,0.462,0.473
3,0,938,0.465,0.476
3,0,970,0.467,0.48
3,0,1004,0.47,0.486
3,0,1037,0.473,0.506
3,0,1070,0.483,0.526
3,0,1104,0.492,0.542
3,0,1138,0.5,0.553
3,0,1170,0.506,0.568
3,0,1204,0.516,0.584
3,0,1237,0.523,0.598
3,0,1270,0.532,0.612
3,0,1304,0.538,0.623
3,0,1338,0.542,0.634
3,0,1371,0.547,0.645
3,0,1404,0.553,0.656
3,0,1438,0.556,0.667
3,0,1471,0.555,0.677
3,0,1504,0.553,0.686
3,0,1538,0.556,0.693
3,0,1571,0.557,0.694
3,0,1603,0.563,0.687
3,0,1638,0.572,0.678
3,0,1671,0.582,0.67
3,0,1704,0.589,0.662
3,0,1738,0.602,0.646
3,0,1770,0.628,0.622
3,0,1804,0.646,0.607
3,0,1837,0.717,0.536
3,0,1870,0.749,0.515
3,0,1904,0.811,0.494
3,0,1936,0.852,0.47
3,0,1970,0.963,0.426
3,0,2003,0.982,0.404
3,0,2037,1.026,0.386
3,0,2071,1.035,0.375
3,0,2103,1.003,0.368
3,0,2136,0.991,0.351
3,0,2171,0.988,0.33
3,0,2204,0.98,0.32
3,0,2238,0.97,0.306
3,0,2270,0.974,0.29
3,0,2305,0.969,0.262
3,0,2338,0.971,0.244
3,0,2371,0.962,0.233
3,0,2404,0.963,0.216
3,0,2437,0.964,0.205
3,0,2470,0.962,0.19
3,0,2504,0.957,0.181
3,0,2537,0.953,0.161
3,0,2572,0.939,0.15
3,0,2605,0.933,0.136
3,0,2637,0.931,0.124
3,0,2671,0.924,0.118
3,0,2704,0.919,0.108
3,0,2737,0.918,0.097
3,0,2770,0.914,0.093
3,0,2805,0.911,0.089
3,0,2838,0.907,0.084
3,0,2871,0.902,0.081
3,0,2904,0.9,0.081
3,0,2937,0.9,0.081
3,0,2972,0.896,0.081
3,0,3004,0.894,0.082
3,0,3037,0.893,0.084
3,0,3072,0.885,0.089
3,0,3105,0.821,0.108
3,0,3138,0.516,0.177
3,0,3172,0.4,0.182
3,0,3204,0.388,0.191
3,0,3237,0.397,0.196
3,0,3271,0.386,0.184
3,0,3305,0.409,0.166
3,0,3337,0.406,0.158
3,0,3371,0.397,0.159
3,0,3404,0.391,0.153
3,0,3437,0.387,0.148
3,0,3471,0.374,0.154
3,0,3504,0.348,0.153
3,0,3538,0.331,0.163
3,0,3571,0.318,0.152
3,0,3605,0.287,0.155
3,0,3637,0.312,0.165
3,0,3671,0.297,0.16
3,0,3703,0.265,0.151
3,0,3737,0.259,0.183
3,0,3770,0.201,0.257
3,0,3804,0.207,0.293
3,0,3838,0.215,0.36
3,0,3871,0.187,0.317
3,0,4571,-0.097,0.019
3,0,4604,-0.068,0.019
3,0,4637,-0.046,0.021
3,0,4670,-0.003,0.092
3,0,4705,-0.002,0.128
3,0,4738,-0.004,0.148
3,0,4771,-0.026,0.164
3,0,4803,-0.035,0.187
3,0,4838,-0.037,0.205
3,0,4870,-0.038,0.24
3,0,4904,-0.033,0.258
3,0,4936,-0.027,0.278
3,0,4970,-0.042,0.334
3,0,5003,-0.032,0.354
3,0,5037,-0.033,0.379
3,0,5070,-0.034,0.393
3,0,5105,-0.034,0.417
3,0,5137,-0.032,0.432
3,0,5170,-0.028,0.464
3,0,5203,-0.03,0.478
3,0,5237,-0.018,0.514
3,0,5271,-0.009,0.525
3,0,5304,0.007,0.534
3,0,5337,0.019,0.539
3,0,5370,0.035,0.548
3,0,5404,0.056,0.555
3,0,5437,0.07,0.57
3,0,5471,0.086,0.58
3,0,5505,0.104,0.59
3,0,5538,0.135,0.609
3,0,5571,0.173,0.616
3,0,5604,0.198,0.62
3,0,5637,0.225,0.619
3,0,5671,0.24,0.62
3,0,5705,0.262,0.621
3,0,5738,0.284,0.621
3,0,5772,0.296,0.622
3,0,5804,0.318,0.621
3,0,5838,0.326,0.623
3,0,5871,0.343,0.627
3,0,5904,0.352,0.629
3,0,5938,0.363,0.633
3,0,5970,0.372,0.635
3,0,6003,0.379,0.636
3,0,6037,0.386,0.636
3,0,6070,0.39,0.641
3,0,6104,0.392,0.649
3,0,6138,0.392,0.653
3,0,6171,0.394,0.657
3,0,6204,0.392,0.66
3,0,6237,0.392,0.663
3,0,6271,0.394,0.667
3,0,6304,0.394,0.669
3,0,6337,0.399,0.67
3,0,6370,0.401,0.669
3,0,6405,0.403,0.67
3,0,6437,0.402,0.672
3,0,6471,0.402,0.671
3,0,6504,0.403,0.671
3,0,6537,0.403,0.67
3,0,6570,0.407,0.672
3,0,6605,0.408,0.669
3,0,6637,0.415,0.665
3,0,6671,0.418,0.662
3,0,6704,0.416,0.661
3,0,6737,0.437,0.663
3,0,6770,0.624,0.694
3,0,6804,0.782,0.7
3,0,6838,0.816,0.698
3,0,6871,0.826,0.698
3,0,6905,0.842,0.721
3,0,6937,0.868,0.728
3,0,6972,0.877,0.737
3,0,7004,0.891,0.749
3,0,7038,0.896,0.755
3,0,7070,0.896,0.76
3,0,7104,0.908,0.766
3,0,7137,0.923,0.785
3,0,7171,0.942,0.79
3,0,7203,0.952,0.798
3,0,7237,0.946,0.794
3,0,7270,0.931,0.795
3,0,7304,0.935,0.796
3,0,7337,0.943,0.806
3,0,7370,0.946,0.813
3,0,7404,0.953,0.828
3,0,7437,0.961,0.836
3,0,7471,0.967,0.845
3,0,7504,0.972,0.848
3,0,7537,0.983,0.855
3,0,7571,0.986,0.864
3,0,7604,0.996,0.873
3,0,7638,1.001,0.88
3,0,7671,1.002,0.889
3,0,7705,1.002,0.897
3,0,7737,1.006,0.905
3,0,7770,1.01,0.911
3,0,7805,1.013,0.915
3,0,7837,1.018,0.919
3,0,7871,1.024,0.924
3,0,7904,1.029,0.926
3,0,7938,1.033,0.927
3,0,7970,1.023,0.923
3,0,8004,1.02,0.92
3,0,8038,1.02,0.92
3,0,8070,1.023,0.915
3,0,8104,1.022,0.908
3,0,8138,1.019,0.9
3,0,8170,1.021,0.893
3,0,8204,1.022,0.885
3,0,8238,1.018,0.877
3,0,8270,1.013,0.868
3,0,8304,1.009,0.863
3,0,8337,1.001,0.857
3,0,8371,0.994,0.847
3,0,8403,0.99,0.836
3,0,8436,0.986,0.819
3,0,8471,0.962,0.796
3,0,8503,0.948,0.77
3,0,8538,0.931,0.732
3,0,8571,0.892,0.644
3,0,8604,0.831,0.549
3,0,8638,0.83,0.471
3,0,8671,0.783,0.366
3,0,8705,0.723,0.235
3,0,8737,0.661,0.165
3,0,8771,0.673,0.16
3,0,8805,0.654,0.121
3,0,8837,0.646,0.129
3,0,8870,0.862,0.689
3,0,8905,0.916,0.791
3,0,8937,0.706,1.003
3,0,8971,0.434,0.801
3,0,9005,0.244,0.582
3,0,9037,0.166,0.511
3,0,9070,0.094,0.348
3,0,9138,0.003,0.193
3,0,9205,0.063,0.141
3,0,9238,-0.031,0.061
3,0,9271,0.0,0.056
3,0,9305,0.038,0.048
3,0,9338,0.105,0.016
3,0,9372,0.124,0.0
3,0,9404,-0.011,0.011
3,0,9438,0.021,0.0
3,0,9472,-0.018,0.015
3,0,9504,-0.018,0.016
3,0,9537,-0.014,0.018
3,0,9571,-0.011,0.013
3,0,9605,-0.007,0.007
3,0,9637,-0.011,0.004
3,0,9670,-0.01,0.004
3,0,9704,0.002,0.033
3,0,9737,0.019,0.052
3,0,9770,0.025,0.071
3,0,9804,0.026,0.081
3,0,9837,0.021,0.089
3,0,9871,0.025,0.098
3,0,9904,0.03,0.095
3,0,9938,0.035,0.098
3,0,9971,0.052,0.094
3,0,10004,0.063,0.097
3,0,10036,0.071,0.099
3,0,10070,0.081,0.102
3,0,10103,0.089,0.11
3,0,10137,0.096,0.117
3,0,10172,0.114,0.141
3,0,10204,0.133,0.151
3,0,10237,0.157,0.166
3,0,10271,0.169,0.174
3,0,10305,0.189,0.186
3,0,10338,0.215,0.184
3,0,10371,0.209,0.197
3,0,10405,0.176,0.219
3,0,10438,0.183,0.218
3,0,10471,0.189,0.232
3,0,10504,0.187,0.241
3,0,10538,0.21,0.249
3,0,10571,0.226,0.258
3,0,10604,0.23,0.265
3,0,10638,0.239,0.272
3,0,10671,0.252,0.276
3,0,10704,0.257,0.28
3,0,10737,0.257,0.287
3,0,10771,0.255,0.295
3,0,10804,0.244,0.306
3,0,10838,0.241,0.32
3,0,10870,0.238,0.335
3,0,10904,0.237,0.349
3,0,10937,0.236,0.362
3,0,10971,0.238,0.375
3,0,11004,0.239,0.386
3,0,11038,0.236,0.397
3,0,11071,0.232,0.408
3,0,11104,0.235,0.417
3,0,11138,0.236,0.426
3,0,11171,0.239,0.433
3,0,11204,0.242,0.441
3,0,11237,0.245,0.449
3,0,11271,0.247,0.456
3,0,11303,0.249,0.463
3,0,11337,0.251,0.47
3,0,11370,0.251,0.474
3,0,11403,0.251,0.48
3,0,11437,0.255,0.482
3,0,11471,0.258,0.483
3,0,11503,0.259,0.485
3,0,11538,0.259,0.486
3,0,11570,0.261,0.49
3,0,11604,0.261,0.494
3,0,11637,0.259,0.5
3,0,11670,0.257,0.511
3,0,11704,0.261,0.521
3,0,11738,0.265,0.529
3,0,11771,0.266,0.539
3,0,11805,0.265,0.548
3,0,11838,0.263,0.557
3,0,11870,0.262,0.564
3,0,11904,0.259,0.571
3,0,11938,0.256,0.579
3,0,11971,0.256,0.586
3,0,12004,0.256,0.595
3,0,12038,0.26,0.598
3,0,12072,0.262,0.599
3,0,12105,0.263,0.599
3,0,12137,0.272,0.6
3,0,12171,0.284,0.598
3,0,12204,0.296,0.595
3,0,12237,0.308,0.596
3,0,12271,0.318,0.597
3,0,12305,0.331,0.598
3,0,12337,0.34,0.598
3,0,12370,0.347,0.599
3,0,12403,0.352,0.599
3,0,12437,0.354,0.598
3,0,12470,0.359,0.597
3,0,12505,0.363,0.597
3,0,12538,0.365,0.596
3,0,12571,0.365,0.596
3,0,12604,0.366,0.596
3,0,12637,0.366,0.596
3,0,12671,0.365,0.595
3,0,12704,0.363,0.595
3,0,12737,0.359,0.595
3,0,12770,0.36,0.594
3,0,12805,0.359,0.594
3,0,12838,0.359,0.595
3,0,12871,0.358,0.594
3,0,12904,0.359,0.594
3,0,12938,0.363,0.594
3,0,12970,0.37,0.596
3,0,13003,0.382,0.598
3,0,13037,0.395,0.601
3,0,13071,0.411,0.604
3,0,13104,0.43,0.607
3,0,13138,0.449,0.612
3,0,13172,0.468,0.617
3,0,13204,0.491,0.623
3,0,13237,0.516,0.629
3,0,13272,0.533,0.634
3,0,13304,0.56,0.641
3,0,13338,0.567,0.642
3,0,13372,0.57,0.641
3,0,13404,0.571,0.638
3,0,13438,0.579,0.635
3,0,13471,0.587,0.632
3,0,13504,0.59,0.628
3,0,13538,0.595,0.626
3,0,13571,0.599,0.623
3,0,13604,0.604,0.621
3,0,13638,0.608,0.619
3,0,13671,0.61,0.615
3,0,13705,0.614,0.609
3,0,13737,0.617,0.603
3,0,13771,0.617,0.598
3,0,13805,0.616,0.592
3,0,13837,0.615,0.588
3,0,13871,0.616,0.585
3,0,13905,0.617,0.588
3,0,13937,0.619,0.589
3,0,13971,0.621,0.592
3,0,14004,0.622,0.596
3,0,14037,0.625,0.602
3,0,14071,0.626,0.609
3,0,14104,0.626,0.615
3,0,14137,0.622,0.62
3,0,14171,0.622,0.627
3,0,14204,0.623,0.632
3,0,14237,0.625,0.639
3,0,14270,0.633,0.647
3,0,14304,0.638,0.653
3,0,14337,0.645,0.658
3,0,14371,0.648,0.664
3,0,14404,0.653,0.669
3,0,14439,0.664,0.673
3,0,14471,0.674,0.675
3,0,14504,0.685,0.674
3,0,14538,0.701,0.668
3,0,14571,0.725,0.658
3,0,14605,0.743,0.646
3,0,14638,0.764,0.635
3,0,14670,0.774,0.636
3,0,14705,0.794,0.642
3,0,14738,0.826,0.638
3,0,14771,0.85,0.626
3,0,14804,0.878,0.613
3,0,14837,0.917,0.611
3,0,14871,0.922,0.616
3,0,14905,0.924,0.614
3,0,14938,0.926,0.604
3,0,14970,0.925,0.596
3,0,15004,0.927,0.596
3,0,15037,0.935,0.591
3,0,15071,0.915,0.584
3,0,15104,0.938,0.633
3,0,15138,0.86,0.876
3,0,15171,0.735,0.94
3,0,15204,0.715,0.921
3,0,15238,0.693,0.944
3,0,15271,0.701,0.925
3,0,15304,0.721,0.886
3,0,15338,0.741,0.845
3,0,15371,0.771,0.817
3,0,15405,0.789,0.768
3,0,15438,0.785,0.749
3,0,15470,0.782,0.732
3,0,15505,0.817,0.663
3,0,15538,0.815,0.653
3,0,15571,0.816,0.647
3,0,15604,0.812,0.645
3,0,15638,0.81,0.644
3,0,15671,0.809,0.644
3,0,15705,0.807,0.644
3,0,15738,0.803,0.646
3,0,15771,0.8,0.646
3,0,15804,0.798,0.638
3,0,15837,0.796,0.636
3,0,15872,0.788,0.634
3,0,15904,0.782,0.634
3,0,15937,0.776,0.635
3,0,15971,0.77,0.635
3,0,16005,0.762,0.635
3,0,16037,0.751,0.623
3,0,16070,0.747,0.614
3,0,16104,0.743,0.606
3,0,16137,0.737,0.596
3,0,16171,0.729,0.584
3,0,16204,0.725,0.573
3,0,16238,0.725,0.564
3,0,16271,0.719,0.564
3,0,16304,0.718,0.558
3,0,16337,0.72,0.55
3,0,16371,0.727,0.54
3,0,16403,0.737,0.531
3,0,16438,0.749,0.521
3,0,16472,0.763,0.51
3,0,16504,0.785,0.496
3,0,16538,0.798,0.484
3,0,16571,0.808,0.473
3,0,16604,0.82,0.458
3,0,16638,0.831,0.448
3,0,16671,0.837,0.44
3,0,16704,0.839,0.433
3,0,16738,0.82,0.419
3,0,16771,0.808,0.407
3,0,16805,0.795,0.394
3,0,16838,0.781,0.381
3,0,16871,0.772,0.369
3,0,16905,0.761,0.355
3,0,16937,0.749,0.343
3,0,16971,0.726,0.319
3,0,17004,0.693,0.299
3,0,17037,0.678,0.284
3,0,17071,0.672,0.276
3,0,17104,0.656,0.266
3,0,17138,0.65,0.261
3,0,17170,0.647,0.256
3,0,17205,0.642,0.251
3,0,17238,0.634,0.24
3,0,17271,0.601,0.247
3,0,17304,0.567,0.265
3,0,17338,0.495,0.285
3,0,17370,0.4,0.349
3,0,17404,0.384,0.364
3,0,17436,0.375,0.37
3,0,17471,0.359,0.382
3,0,17504,0.348,0.384
3,0,17538,0.343,0.382
3,0,17571,0.337,0.379
3,0,17604,0.335,0.376
3,0,17637,0.338,0.392
3,0,17671,0.348,0.396
3,0,17704,0.357,0.405
3,0,17738,0.37,0.414
3,0,17770,0.38,0.423
3,0,17805,0.395,0.434
3,0,17837,0.413,0.442
3,0,17871,0.436,0.447
3,0,17904,0.453,0.448
3,0,17937,0.46,0.451
3,0,17970,0.466,0.454
3,0,18005,0.474,0.46
3,0,18037,0.482,0.465
3,0,18071,0.487,0.468
3,0,18104,0.495,0.472
3,0,18138,0.499,0.474
3,0,18171,0.503,0.477
3,0,18204,0.507,0.478
3,0,18239,0.508,0.479
3,0,18271,0.507,0.481
3,0,18305,0.504,0.486
3,0,18338,0.505,0.486
3,0,18371,0.501,0.484
3,0,18404,0.495,0.484
3,0,18437,0.485,0.482
3,0,18472,0.481,0.477
3,0,18504,0.476,0.473
3,0,18538,0.468,0.475
3,0,18570,0.458,0.496
3,0,18604,0.446,0.507
3,0,18638,0.425,0.508
3,0,18671,0.417,0.511
3,0,18705,0.402,0.516
3,0,18737,0.391,0.519
3,0,18770,0.379,0.523
3,0,18804,0.369,0.525
3,0,18837,0.363,0.528
3,0,18870,0.352,0.531
3,0,18905,0.342,0.533
3,0,18937,0.333,0.536
3,0,18971,0.328,0.536
3,0,19005,0.329,0.536
3,0,19037,0.324,0.533
3,0,19071,0.327,0.526
3,0,19105,0.334,0.52
3,0,19138,0.343,0.513
3,0,19171,0.352,0.509
3,0,19205,0.353,0.505
3,0,19239,0.365,0.502
3,0,19272,0.376,0.5
3,0,19304,0.386,0.498
3,0,19338,0.395,0.495
3,0,19371,0.399,0.491
3,0,19404,0.403,0.487
3,0,19437,0.405,0.476
3,0,19472,0.4,0.463
3,0,19505,0.386,0.446
3,0,19538,0.361,0.424
3,0,19571,0.345,0.404
3,0,19604,0.36,0.386
3,0,19637,0.342,0.371
3,0,19671,0.326,0.363
3,0,19705,0.25,0.284
3,0,19738,0.23,0.257
3,0,19770,0.22,0.249
3,0,19804,0.225,0.245
3,0,19838,0.222,0.238
3,0,19871,0.211,0.224
3,0,19904,0.202,0.196
3,0,19938,0.196,0.18
3,0,19971,0.158,0.172
3,0,20004,0.185,0.163
3,0,20037,0.195,0.221
3,0,20071,0.222,0.246
3,0,20105,0.249,0.482
3,0,20137,0.178,0.489
3,0,20172,0.15,0.422
3,0,20204,0.154,0.374
3,0,20237,0.108,0.328
3,0,20272,0.112,0.279
3,0,20304,0.065,0.154
3,0,20337,0.055,0.129
3,0,20372,0.079,0.121
3,0,20405,0.157,0.123
3,0,20438,0.195,0.136
3,0,20472,0.219,0.144
3,0,20504,0.232,0.148
3,0,20537,0.239,0.151
3,0,20572,0.234,0.155
3,0,20604,0.239,0.158
3,0,20638,0.243,0.164
3,0,20670,0.245,0.167
3,0,20704,0.307,0.179
3,0,20738,0.331,0.189
3,0,20771,0.35,0.191
3,0,20804,0.359,0.193
3,0,20838,0.364,0.195
3,0,20870,0.361,0.194
3,0,20905,0.366,0.197
3,0,20937,0.374,0.2
3,0,20970,0.376,0.204
3,0,21005,0.381,0.208
3,0,21038,0.388,0.213
3,0,21070,0.398,0.22
3,0,21105,0.407,0.228
3,0,21138,0.414,0.235
3,0,21171,0.424,0.241
3,0,21204,0.432,0.248
3,0,21238,0.439,0.254
3,0,21271,0.446,0.26
3,0,21304,0.45,0.264
3,0,21338,0.457,0.267
3,0,21371,0.467,0.271
3,0,21405,0.472,0.273
3,0,21438,0.479,0.275
3,0,21471,0.485,0.277
3,0,21504,0.489,0.28
3,0,21538,0.492,0.284
3,0,21572,0.491,0.288
3,0,21605,0.492,0.289
3,0,21638,0.492,0.291
3,0,21671,0.493,0.294
3,0,21704,0.495,0.295
3,0,21738,0.496,0.294
3,0,21772,0.502,0.293
3,0,21804,0.509,0.29
3,0,21837,0.518,0.29
3,0,21871,0.527,0.286
3,0,21904,0.538,0.283
3,0,21937,0.55,0.278
3,0,21971,0.559,0.275
3,0,22004,0.568,0.275
3,0,22038,0.579,0.273
3,0,22071,0.589,0.271
3,0,22104,0.596,0.268
3,0,22137,0.607,0.266
3,0,22171,0.621,0.26
3,0,22204,0.635,0.256
3,0,22238,0.646,0.249
3,0,22271,0.66,0.244
3,0,22304,0.673,0.237
3,0,22338,0.684,0.229
3,0,22371,0.694,0.221
3,0,22404,0.706,0.213
3,0,22438,0.713,0.206
3,0,22472,0.722,0.199
3,0,22504,0.721,0.194
3,0,22537,0.663,0.201
3,0,22570,0.623,0.206
3,0,22605,0.383,0.245
3,0,22638,0.36,0.255
3,0,22670,0.34,0.263
3,0,22703,0.296,0.28
3,0,22738,0.282,0.289
3,0,22772,0.275,0.299
3,0,22804,0.268,0.307
3,0,22838,0.265,0.314
3,0,22871,0.276,0.318
3,0,22904,0.339,0.318
3,0,22938,0.626,0.318
3,0,22971,0.671,0.312
3,0,23004,0.762,0.307
3,0,23039,0.794,0.306
3,0,23071,0.81,0.304
3,0,23104,0.825,0.301
3,0,23137,0.837,0.299
3,0,23172,0.838,0.29
3,0,23204,0.843,0.281
3,0,23238,0.851,0.272
3,0,23272,0.858,0.263
3,0,23304,0.857,0.257
3,0,23338,0.865,0.248
3,0,23371,0.867,0.239
3,0,23405,0.89,0.226
3,0,23438,0.902,0.216
3,0,23470,0.938,0.196
3,0,23503,0.945,0.188
3,0,23537,0.958,0.175
3,0,23571,0.967,0.167
3,0,23604,0.93,0.222
3,0,23637,0.663,0.561
3,0,23670,0.677,0.632
3,0,23705,0.762,0.576
3,0,23737,0.774,0.513
3,0,23771,0.912,0.373
3,0,23805,0.999,0.214
3,0,23837,1.017,0.191
3,0,23871,1.054,0.15
3,0,23905,1.071,0.124
3,0,24003,1.089,0.03
3,0,24037,0.742,0.035
3,0,24071,0.681,0.043
3,0,24104,0.657,0.039
3,0,24137,0.652,0.035
3,0,24172,0.641,0.033
3,0,24204,0.631,0.027
3,0,24238,0.62,0.023
3,0,24271,0.613,0.018
3,0,24305,0.607,0.016
3,0,24338,0.603,0.013
3,0,24372,0.601,0.013
3,0,24405,0.598,0.015
3,0,24438,0.598,0.017
3,0,24472,0.608,0.023
3,0,24504,0.636,0.028
3,0,24537,0.663,0.035
3,0,24571,0.68,0.039
3,0,24605,0.697,0.043
3,0,24638,0.719,0.046
3,0,24670,0.814,0.07
3,0,24706,0.826,0.069
3,0,24738,0.85,0.074
3,0,24771,0.851,0.109
3,0,24804,0.842,0.136
3,0,24838,0.84,0.153
3,0,24871,0.836,0.172
3,0,24905,0.834,0.184
3,0,24938,0.829,0.201
3,0,24971,0.803,0.237
3,0,25005,0.752,0.336
3,0,25038,0.734,0.354
3,0,25071,0.712,0.38
3,0,25104,0.692,0.404
3,0,25137,0.68,0.416
3,0,25171,0.65,0.446
3,0,25205,0.65,0.455
3,0,25238,0.646,0.464
3,0,25271,0.64,0.472
3,0,25304,0.619,0.489
3,0,25338,0.605,0.498
3,0,25371,0.593,0.503
3,0,25404,0.584,0.511
3,0,25438,0.577,0.519
3,0,25470,0.568,0.531
3,0,25505,0.562,0.541
3,0,25537,0.547,0.545
3,0,25571,0.538,0.548
3,0,25604,0.528,0.55
3,0,25639,0.512,0.548
3,0,25672,0.498,0.544
3,0,25705,0.487,0.54
3,0,25737,0.48,0.532
3,0,25771,0.482,0.523
3,0,25805,0.485,0.512
3,0,25838,0.49,0.504
3,0,25871,0.499,0.497
3,0,25905,0.508,0.492
3,0,25938,0.52,0.486
3,0,25971,0.53,0.477
3,0,26005,0.538,0.474
3,0,26038,0.545,0.466
3,0,26071,0.552,0.461
3,0,26105,0.557,0.457
3,0,26138,0.561,0.453
3,0,26171,0.559,0.456
3,0,26205,0.552,0.462
3,0,26238,0.545,0.467
3,0,26271,0.534,0.474
3,0,26305,0.521,0.484
3,0,26338,0.503,0.496
3,0,26372,0.486,0.508
3,0,26404,0.442,0.537
3,0,26438,0.414,0.559
3,0,26471,0.407,0.57
3,0,26504,0.399,0.58
3,0,26538,0.396,0.588
3,0,26571,0.392,0.597
3,0,26604,0.394,0.602
3,0,26638,0.391,0.608
3,0,26671,0.387,0.616
3,0,26705,0.383,0.623
3,0,26737,0.38,0.628
3,0,26771,0.381,0.634
3,0,26805,0.383,0.639
3,0,26838,0.388,0.641
3,0,26871,0.391,0.648
3,0,26904,0.392,0.651
3,0,26939,0.391,0.651
3,0,26971,0.388,0.648
3,0,27005,0.388,0.649
3,0,27038,0.387,0.646
3,0,27072,0.391,0.642
3,0,27105,0.396,0.636
3,0,27138,0.402,0.63
3,0,27171,0.401,0.63
3,0,27205,0.402,0.628
3,0,27238,0.399,0.624
3,0,27271,0.398,0.622
3,0,27304,0.396,0.617
3,0,27338,0.391,0.612
3,0,27370,0.39,0.606
3,0,27405,0.388,0.6
3,0,27438,0.39,0.594
3,0,27472,0.392,0.59
3,0,27504,0.392,0.585
3,0,27538,0.393,0.58
3,0,27571,0.392,0.577
3,0,27604,0.39,0.575
3,0,27638,0.387,0.571
3,0,27670,0.384,0.567
3,0,27705,0.378,0.564
3,0,27738,0.374,0.562
3,0,27771,0.434,0.588
3,0,27804,0.413,0.557
3,0,27838,0.433,0.626
3,0,27871,0.442,0.661
3,0,27904,0.446,0.662
3,0,27938,0.425,0.664
3,0,27971,0.411,0.64
3,0,28004,0.4,0.628
3,0,28037,0.384,0.613
3,0,28071,0.374,0.597
3,0,28105,0.369,0.577
3,0,28138,0.364,0.562
3,0,28172,0.38,0.567
3,0,28204,0.384,0.554
3,0,28271,0.396,0.546
3,0,28305,0.393,0.534
3,0,28338,0.378,0.495
3,0,28371,0.381,0.494
3,0,28404,0.383,0.494
3,0,28438,0.383,0.495
3,0,28471,0.378,0.493
3,0,28504,0.378,0.496
3,0,28537,0.379,0.504
3,0,28570,0.384,0.512
3,0,28604,0.389,0.52
3,0,28638,0.393,0.53
3,0,28670,0.4,0.539
3,0,28704,0.404,0.545
3,0,28737,0.409,0.548
