mV,timestamp,plant_id
40.10457,2024-02-19 19:05:00.000,CdRM-t0-bcc86b-1
45.539276,2024-02-19 19:10:00.000,CdRM-t0-bcc86b-1
45.93203,2024-02-19 19:15:00.000,CdRM-t0-bcc86b-1
47.615173,2024-02-19 19:20:00.000,CdRM-t0-bcc86b-1
49.082073,2024-02-19 19:25:00.000,CdRM-t0-bcc86b-1
50.27733,2024-02-19 19:30:00.000,CdRM-t0-bcc86b-1
51.434868,2024-02-19 19:35:00.000,CdRM-t0-bcc86b-1
52.35812,2024-02-19 19:40:00.000,CdRM-t0-bcc86b-1
53.284843,2024-02-19 19:45:00.000,CdRM-t0-bcc86b-1
54.25433,2024-02-19 19:50:00.000,CdRM-t0-bcc86b-1
55.155064,2024-02-19 19:55:00.000,CdRM-t0-bcc86b-1
55.978897,2024-02-19 20:00:00.000,CdRM-t0-bcc86b-1
56.901268,2024-02-19 20:05:00.000,CdRM-t0-bcc86b-1
57.94528,2024-02-19 20:10:00.000,CdRM-t0-bcc86b-1
58.47682,2024-02-19 20:15:00.000,CdRM-t0-bcc86b-1
58.93904,2024-02-19 20:20:00.000,CdRM-t0-bcc86b-1
59.56237,2024-02-19 20:25:00.000,CdRM-t0-bcc86b-1
60.212536,2024-02-19 20:30:00.000,CdRM-t0-bcc86b-1
60.90851,2024-02-19 20:35:00.000,CdRM-t0-bcc86b-1
61.66514,2024-02-19 20:40:00.000,CdRM-t0-bcc86b-1
62.3338,2024-02-19 20:45:00.000,CdRM-t0-bcc86b-1
63.042194,2024-02-19 20:50:00.000,CdRM-t0-bcc86b-1
63.75564,2024-02-19 20:55:00.000,CdRM-t0-bcc86b-1
64.47654,2024-02-19 21:00:00.000,CdRM-t0-bcc86b-1
65.08042,2024-02-19 21:05:00.000,CdRM-t0-bcc86b-1
65.66186,2024-02-19 21:10:00.000,CdRM-t0-bcc86b-1
66.22124,2024-02-19 21:15:00.000,CdRM-t0-bcc86b-1
66.633934,2024-02-19 21:20:00.000,CdRM-t0-bcc86b-1
67.126526,2024-02-19 21:25:00.000,CdRM-t0-bcc86b-1
67.644394,2024-02-19 21:30:00.000,CdRM-t0-bcc86b-1
